0,"('群星 - 专辑《中国民乐大师纯独奏 古琴》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1jGxrIr8', 'exr2')"
1,"('庄心妍 - 专辑《一直想着他》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1pJMPpbl', '55wb')"
2,"('廖昌永 - 专辑《海恋》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1o6ouC8y', 'ht3i')"
3,"('叶启田 - 专辑《唱的好歌全员集合》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1dDoCxG1', '9xyh')"
4,"('群星 - 专辑《HiFi风情 - 海港之夜经典苏联歌曲》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1kT6GxH9', '6xni')"
5,"('群星 - 专辑《Treasure.Island.Sound.UNPLUG.Unplug1》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1kTiZbd9', 'ny8y')"
6,"('范逸臣 - 专辑《无乐不作 新歌+精选》整轨无损2CD.flac下载地址', 'http://pan.baidu.com/s/1kTENfWb', 'exnw')"
7,"('群星 - 专辑《极品爆棚测试天碟》分轨无损CD1.wav下载地址', 'http://pan.baidu.com/s/1dDi5uNZ', 'pgbe')"
8,"('群星 - 专辑《极品爆棚测试天碟》分轨无损CD2.wav下载地址', 'http://pan.baidu.com/s/1gdyGr7P', 'ptnj')"
9,"('群星 - 专辑《JVC-DTSCD》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGxUodC', '6mga')"
10,"('群星 - 专辑《测试天碟--HiFi试音王》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1jGKUS7O', 'uf2g')"
11,"('群星 - 专辑《悲戚情歌A》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1sj2zLyl', '6ufg')"
12,"('群星 - 专辑《悲戚情歌B》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGgtzMY', '4jsu')"
13,"('群星 - 专辑《极品人声发烧天碟·发烧试音王·女声》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0rvcmk', '3vqx')"
14,"('群星 - 专辑《极品人声发烧天碟·发烧试音王·男声》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1pJzMigz', 'w897')"
15,"('谭咏麟 - 专辑《2001-00-飞一般演唱会》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1dDFFGv3', 'agpb')"
16,"('谭咏麟 - 专辑《永恒的珍97金曲回归演唱会》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1ntzks4L', 'b7ja')"
17,"('罗海英 - 专辑《史上最美原生态女中音监听碟皇-试音罗海英》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1dDc0emH', 'yvm1')"
18,"('齐秦 - 专辑《美丽境界(A Beautiful Mind)》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1gdyGETd', '74nh')"
19,"('群星 - 专辑《魅声三天后①》分轨无损CD1.wav下载地址', 'http://pan.baidu.com/s/1qW87Ek0', 'gbss')"
20,"('群星 - 专辑《魅声三天后①》分轨无损CD2.wav下载地址', 'http://pan.baidu.com/s/1dDqDlzr', '6aj8')"
21,"('群星 - 专辑《魅声三天后①》分轨无损CD3.wav下载地址', 'http://pan.baidu.com/s/1c08WiXy', 'bdyq')"
22,"('群星 - 专辑《魅声三天后②》分轨无损CD1.wav下载地址', 'http://pan.baidu.com/s/1jXKF8', 'g1f2')"
23,"('群星 - 专辑《魅声三天后②》分轨无损CD2.wav下载地址', 'http://pan.baidu.com/s/1gdyGGhX', 'u42c')"
24,"('群星 - 专辑《魅声三天后②》分轨无损CD3.wav下载地址', 'http://pan.baidu.com/s/1qWkllIs', 'sifq')"
25,"('钟明秋 - 专辑《试音钟明秋》整规无损.wav下载地址', 'http://pan.baidu.com/s/1c0lpW7e', '1tev')"
26,"('群星 - 专辑《HiFi风情 - 蝴蝶泉边》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1sjqpnid', 'akfv')"
27,"('陈慧娴 - 专辑《2003珍演唱会》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1i3JBKNV', 'vbnp')"
28,"('群星 - 专辑《HiFi风情 - 情深意长》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1nt7YvDv', 'dejn')"
29,"('群星 - 专辑《极品之选 - 经典粤语老歌》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1eQjQhpg', 'e54p')"
30,"('费玉清 - 专辑《国语老歌16首经典版》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1mgvjkik', 's35d')"
31,"('赵照 - 专辑《大经厂》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6xgZfO', 'gakv')"
32,"('叶欢 - 专辑《爱疯了》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1hqnjRuc', 'icer')"
33,"('老狼 - 专辑《北京的冬天》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1bnufEmN', 'p167')"
34,"('郑少秋 - 专辑《合唱经典》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1sjA8o1Z', 'fp69')"
35,"('吴雨霏 - 专辑《Across》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1pJDuinT', 'sx4f')"
36,"('邰正宵 - 专辑《重燃爱恋精选集》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1qWyzcfi', 'dwfc')"
37,"('王若琳 - 专辑《The Things We Do For Love》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1yR8kQ', 'cpjs')"
38,"('群星 - 专辑《HI-FI年代-青海青》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1ntOnE2l', 'cg9m')"
39,"('甄妮 - 专辑《经典金曲21首珍藏版》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1mgvj0ZA', '592a')"
40,"('欧翠峰 - 专辑《中国第一小号-中国名曲集》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1bnbjhpl', 'vvfn')"
41,"('杨乃文 - 专辑《Silence》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1gdg0F55', 'punq')"
42,"('罗大佑 - 专辑《爱人同志》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6CG370', 'sw8x')"
43,"('林志美 - 专辑《粤语珍贵收藏》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1eQyJDfk', '6xir')"
44,"('周华健 - 专辑《光阴似健1987-1997》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGIotjo', '4wfk')"
45,"('群星 - 专辑《丹麦Jamo音响专用DTS试音碟-感受经典》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGMsiIa', 'bdjg')"
46,"('韩红 - 专辑《红歌汇精选集》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1mgMUblI', 'zrdz')"
47,"('张德兰 - 专辑《经典收藏》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6H0xCY', 'ds5a')"
48,"('沙宝亮 - 专辑《男人好难》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1hqGW9Xa', '7xva')"
49,"('萧煌奇 - 专辑《你是我的眼》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1jGpirCa', 'az2u')"
50,"('韦礼安 - 专辑《首张同名全创作专辑》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGzrEia', 'a5s4')"
51,"('关心妍 - 专辑《妍亮 Shine》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1nt8Fccp', 'm42n')"
52,"('鲍家街43号 - 专辑《鲍家街43号》分轨无损.ape下载地址', 'http://pan.baidu.com/s/1Ax0DK', '2f2e')"
53,"('关牧村 - 专辑《20世纪中华歌坛名人百集珍藏版-关牧村》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1gd752Sj', '2p2n')"
54,"('张学友 - 专辑《20世纪中华歌坛名人百集珍藏版-张学友》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1pJOQa99', 'ckdg')"
55,"('区瑞强 - 专辑《传奇瑰宝 - 我们的粤语流行曲》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1kTw7WhD', '4nvr')"
56,"('关正杰 - 专辑《同名专辑(首批限量版HQCD)》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1pJwzNz9', 'serb')"
57,"('群星 - 专辑《炸10Hz- 煲机低音碟》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6Omn82', 'ptbc')"
58,"('罗海英 - 专辑《雅拉的神奇 AQCD》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1kTtQl7L', 'vumf')"
59,"('群星 - 专辑《低音提琴--发烧天碟精选》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1gd2fR3t', 'cfcv')"
60,"('雷婷 - 专辑《清新民谣》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1gdKwLTh', '588y')"
61,"('廖昌永 - 专辑《山丹丹花开》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6pa7zW', 'cxic')"
62,"('欧阳菲菲 - 专辑《绝版》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1sjvafWL', 'rgwp')"
63,"('朴树 - 专辑《生如夏花》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1o649CBg', 'czns')"
64,"('群星 - 专辑《HIFI无极限》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1dTOrs', 'y94u')"
65,"('群星 - 专辑《上海音乐家协会少女合唱团》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1i3gxtpb', 'au2y')"
66,"('群星 - 专辑《HI-FI白金唱片·靓声经典》分轨无损CD1.wav下载地址', 'http://pan.baidu.com/s/1nt7ZA1F', 'a255')"
67,"('群星 - 专辑《HI-FI白金唱片·靓声经典》分轨无损CD2.wav下载地址', 'http://pan.baidu.com/s/1qWoqDOS', 'zw8m')"
68,"('Hans Zimmer - 专辑《Interstellar Original Motion Picture Soundtrack》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1c08rS6c', 'rkeh')"
69,"('周传雄 - 专辑《时不知归》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6kXaS6', 'na6h')"
70,"('吕方 - 专辑《华星二十五周年精选系列·吕方18首》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1sjwwri1', '7i98')"
71,"('童安格 - 专辑《童周共聚2006Live演唱会》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1gdjPzBd', 'tiv9')"
72,"('Celine Dion - 专辑《世纪典藏》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1i30azzf', 'xjqm')"
73,"('庾澄庆 - 专辑《原音重现·名曲精选集LIVE》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1qWN2Jy0', 's663')"
74,"('张杰 - 专辑《穿越三部曲》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1bn4W3c7', 'w7hz')"
75,"('戴佩妮 - 专辑《原谅我就是这样的女生》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1i3GV4tn', 'sgtd')"
76,"('张震岳 - 专辑《岳慢岳快》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1ntjDyD7', '7inw')"
77,"('江美琪 - 专辑《又寂寞又美丽-新歌+精选》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1bnpx0kf', 'cbqs')"
78,"('群星 - 专辑《HIFI 发烧天碟-世界名曲 惊世典范》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1bnoH9uf', 'd8by')"
79,"('凤飞飞 - 专辑《名曲精选》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0lrKFe', 'e29w')"
80,"('许嵩 - 专辑《不如吃茶去》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1gdjjSqR', 'p4rm')"
81,"('张敬轩 - 专辑《MORPH》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1kTkxDQn', '27ra')"
82,"('吉克隽逸 - 专辑《即刻出发 北京演唱会Live[21首完整版]》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1hqm5DNA', '2m23')"
83,"('温拿乐队 - 专辑《温拿25周年演唱会》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1i3GpTZZ', 'sjhv')"
84,"('关喆 - 专辑《寂寞》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1mgpfyxM', '8btv')"
85,"('Glen Hansard - 专辑《Once (OST) (Collectors Edition)》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1ntthn8P', 'hb14')"
86,"('张学友 - 专辑《友情翻唱》分轨无损3CD.wav下载地址', 'http://pan.baidu.com/s/1gdjQeyB', 'uiuk')"
87,"('李玖哲 - 专辑《不,完美》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1i33yPgT', '88mp')"
88,"('许佳慧 - 专辑《独家情话》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6kXOZw', 'pimv')"
89,"('群星 - 专辑《假如爱有天意-原声带》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1dDnsjML', 'ipjn')"
90,"('许哲佩 - 专辑《奇幻精品店》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1mIrGa', 'b9qp')"
91,"('张国荣 - 专辑《SALUTE》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1pJOl7XD', 'q3i3')"
92,"('群星 - 专辑《80年代校园民歌珍藏版》分轨无损5CD.flac下载地址', 'http://pan.baidu.com/s/1nt1Vabf', 'm6vw')"
93,"('洪卓立 - 专辑《透视》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1gdKyi3L', 'xvny')"
94,"('黄贯中 - 专辑《A小调协奏曲》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1sjl7QRr', 'qdis')"
95,"('群星 - 专辑《裸音-声发烧极品示范天碟》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jG2HmUM', 'hx9u')"
96,"('群星 - 专辑《电影港囧经典粤语插曲15首》分轨无损.ape下载地址', 'http://pan.baidu.com/s/1lwEdg', 'kexb')"
97,"('郑源 - 专辑《兄弟一条心》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGEmAMi', 'nxjt')"
98,"('阿肆 - 专辑《预谋邂逅》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0whVUS', 'ypfi')"
99,"('群星 - 专辑《DTS-全方位360环绕丰田霸道高保真》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGq6jT8', 'verf')"
100,"('Green Day - 专辑《21st Century Breakdown》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1gdHGB1D', 'mj7i')"
101,"('范逸臣 - 专辑《摇滚吧,情歌!》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1dD0PFUh', 'trvp')"
102,"('朱哲琴 - 专辑《央金玛》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1gd11JSf', 'abu1')"
103,"('群星 - 专辑《中国民乐大师纯独奏 琵琶》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1miv26wC', 'ddhj')"
104,"('陈洁仪 - 专辑《甜润娇美的歌声》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGhcRp8', 'deq4')"
105,"('群星 - 专辑《中国民乐大师纯独奏 扬琴》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1dEFgwvB', 'kc5f')"
106,"('玉置浩二 - 专辑《酒红色的心》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1gdIwPmN', 'tixj')"
107,"('群星 - 专辑《中国民乐大师纯独奏 二胡》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1pKH1Ubx', 'mw0n')"
108,"('群星 - 专辑《中国民乐大师纯独奏 江南丝竹》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1dDfRu6H', '61n2')"
109,"('张智成 - 专辑《搜藏张智成(新歌+精选)》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1qW2513u', 'arb8')"
110,"('群星 - 专辑《中国民乐大师纯独奏 吉他》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1gdEZkCN', 'jkba')"
111,"('许美静 - 专辑《静听精彩13首》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1i3B7mW9', 'x7mp')"
112,"('群星 - 专辑《中国民乐大师纯独奏 巴乌》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1jG5zFdc', 'c1dd')"
113,"('杨曼莉 - 专辑《淡淡幽情》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1bnhX0Jl', 'w3a2')"
114,"('李翊君 - 专辑《重生》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1gdwIxKB', 'q8un')"
115,"('呼斯楞 - 专辑《塞北·鸿雁》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1gdfh3f9', 'bnuu')"
116,"('墨明棋妙 - 专辑《千山梦》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1pJ8D0jL', 'kci9')"
117,"('群星 - 专辑《中国民乐大师纯独奏 唢呐》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1kTD5t7x', 'cv5x')"
118,"('吉田洁 - 专辑《日本人はるかな旅》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1i3roSZF', 'w14u')"
119,"('赵媛 - 专辑《东方美》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1bUa1C', 'e15a')"
120,"('降央卓玛 - 专辑《监听王NO.1》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1i3Ioqs1', '4frj')"
121,"('后街男孩 - 专辑《精选集》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1kT9vXzx', 'x935')"
122,"('群星 - 专辑《民乐协奏轻音乐集》整轨无损2CD.flac下载地址', 'http://pan.baidu.com/s/1hqgvdTq', 'jri5')"
123,"('群星 - 专辑《美国乡村歌曲-经典民谣》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1dDwF9oX', 'hnes')"
124,"('陈松伶 - 专辑《天涯歌女》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1gd4ItiF', '8d6t')"
125,"('毛阿敏 - 专辑《时光的回声》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1dDdbrHJ', '6cvn')"
126,"('群星 - 专辑《典范女声 情歌.试音王》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1pJzH65P', 'cwcb')"
127,"('群星 - 专辑《森海塞尔耳机示范盘》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jG7Zm8A', '53pv')"
128,"('群星 - 专辑《八度空间 高级音响专用环绕声测试碟》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1i35Z6O9', 't6n6')"
129,"('群星 - 专辑《音响之道Ⅱ》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1dD73DtB', 'xbq9')"
130,"('杨钰莹 - 专辑《妈妈留给我一首歌》分轨无损.ape下载地址', 'http://pan.baidu.com/s/1ntrEu8p', 'fhfa')"
131,"('赛音吉雅 - 专辑《初升的太阳》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1o687rOe', 'wba8')"
132,"('群星 - 专辑《大提琴小夜曲春之歌》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1mgMO8ru', 'wtmg')"
133,"('龙飘飘 - 专辑《又是细雨》整轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/18VPWq', 'nef2')"
134,"('邓紫棋 - 专辑《试音邓紫棋》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1pLM1b67', 'ziwr')"
135,"('邝美云 - 专辑《环球DSD视听之王》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1o65jDME', 'f3m8')"
136,"('群星 - 专辑《原声大碟 - 放牛班的春天》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1eQGVwh8', '8nri')"
137,"('群星 - 专辑《发烧界最为自然的极品天碟-绝对主角》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1dD0cyIH', 'yngm')"
138,"('倪雅丰 - 专辑《樱桃女声》整轨.wav下载地址', 'http://pan.baidu.com/s/1eQGp3to', 'r4w9')"
139,"('群星 - 专辑《龙源天碟》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0tYPc0', 'inmp')"
140,"('罗文 - 专辑《金曲精选十六首》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0ErGqs', 'qen7')"
141,"('梁朝伟 - 专辑《难以忘记的你》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1dDD9HOt', 'eky4')"
142,"('群星 - 专辑《春芽(63首世界名曲联奏)》整轨无损2CD.ape下载地址', 'http://pan.baidu.com/s/1dD4MtKd', 'v5ik')"
143,"('刘紫玲 - 专辑《风花雪月》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1qWl3dLU', '7fhw')"
144,"('好妹妹乐队 - 专辑《春生》分轨无损.ape下载地址', 'http://pan.baidu.com/s/1c0g1UiW', '3buw')"
145,"('金莎 - 专辑《他不爱我》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1pJKHhyz', 'r2vq')"
146,"('彭佳慧 - 专辑《说真心话》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1pJ42fdL', 'wy73')"
147,"('群星 - 专辑《马头琴传说》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1dDxuZeh', 'jxrj')"
148,"('邓丽君 - 专辑《水上人》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1jG1o7wq', '89kh')"
149,"('费翔 - 专辑《跨越四海的歌声》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6N1hQ6', 'gd9v')"
150,"('丽江小倩 - 专辑《温暖你》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0IvN3q', 'twcq')"
151,"('群星 - 专辑《高烧40度-HIFI人声》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1c0fMpH2', 'swgr')"
152,"('许冠杰 - 专辑《新的开始》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6Kd0j4', 'kjyb')"
153,"('群星 - 专辑《柏菲历年精选作品-煲机集》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1hqiwbh6', '9z2d')"
154,"('叶凡 - 专辑《相思(绝版纪念专辑)》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1dD8Q2eH', 't97p')"
155,"('群星 - 专辑《有你不寂寞 HIFI发烧人声》分轨无损2CD.wav下载地址', 'http://pan.baidu.com/s/1o6CBZmy', 'iii9')"
156,"('Michael Jackson - 专辑《独一无二(Number Ones)》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1gd3wLSB', '5gri')"
157,"('群星 - 专辑《原声大碟-醉乡民谣》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1eQrnA6m', 'a1ka')"
158,"('群星 - 专辑《震撼人心的鼓声.十鼓》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1hqEQiLe', '4qcn')"
159,"('伽菲珈而 - 专辑《金嗓子》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1dDzxprN', 'fs5f')"
160,"('Enya - 专辑《The.Very.Best.Of.Enya》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1eQjgmae', 'u277')"
161,"('群星 - 专辑《速度与激情7》电影原声带分轨无损.flac下载地址', 'http://pan.baidu.com/s/1i33YPF3', '5unc')"
162,"('罗文 - 专辑《情系佛罗内斯》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1pJwveqv', 'zb2m')"
163,"('Era - 专辑《The Mass(弥撒)》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1qWvDmOk', '32aa')"
164,"('Josh Groban - 专辑《With You》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1pJ3gP9x', 'n1xy')"
165,"('Leonard Cohen - 专辑《Ten New Songs》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1c06leow', '8q49')"
166,"('Aaron Neville - 专辑《Warm Your Heart》分轨无损.wav下载地址', 'http://pan.baidu.com/s/14nvlk', '8vbz')"
167,"('龙梅子 - 专辑《情歌继续唱》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1i31XjVZ', 'padq')"
168,"('Modern Talking - 专辑《The Final Album 终极精选辑》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1kTy5tzh', 'jz8m')"
169,"('Giovanni Marradi - 专辑《随风 夜莺之歌》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1i3vRAEL', 'zwdw')"
170,"('Enigma - 专辑《The Cross Of Changes》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1i3iu7w5', 'u47e')"
171,"('Secret Garden - 专辑《Dreamcatcher》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1i3iu70x', '7xdb')"
172,"('Within Temptation - 专辑《The Heart Of Everything》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1i3gYElJ', 'mu5u')"
173,"('雷婷 - 专辑《监听王》分轨无损.wav下载地址', 'http://pan.baidu.com/s/1jGvPG2q', 'mv6d')"
174,"('Britney Spears - 专辑《Blackout》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1dD6jz01', '912w')"
175,"('南拳妈妈 - 专辑《2号餐》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1o6CCCoa', 'u8ni')"
176,"('Hans Zimmer - 专辑《Inception》电影盗梦空间原声带整轨无损.ape下载地址', 'http://pan.baidu.com/s/1ccRD2e', '0b7l')"
177,"('ZARD - 专辑《Today Is Another Day》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1mgzP4E0', 'iu1g')"
178,"('T.R.Y - 专辑《火花》分轨无损.flac下载地址', 'http://pan.baidu.com/s/1qWkiwMS', '62c9')"
179,"('群星 - 专辑《中国交响诗-洪湖赤卫队》整轨无损.flac下载地址', 'http://pan.baidu.com/s/1sjOHSXR', 'uts8')"
180,"('Scorpions - 专辑《In Trance Reissue》整轨无损.wav下载地址', 'http://pan.baidu.com/s/115WnW', 'jnk9')"
181,"('东方红艳 - 专辑《草原迷情》整轨无损.wav下载地址', 'http://pan.baidu.com/s/1bn0hVP1', 'f8h2')"
182,"('Toni Braxton - 专辑《More Than A Woman》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1c0yekes', 'rzq2')"
183,"('Twins - 专辑《我们的纪念册》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1dDezvPn', 'yi49')"
184,"('许志安 - 专辑《男人的感慨》整轨无损.ape下载地址', 'http://pan.baidu.com/s/1jG1VKc2', 'zr4j')"
